artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
['Hozier'],[3144637],0.559,0.443,0.264,67.05,-6.52,0,0,0.403,0.000183,0.141,0.0259,0,323640,57,2014,9/19/2014,To Be Alone
['Hozier'],[3144637],0.364,0.64,0.386,93.507,-5.757,1,4,0.201,7.25E-05,0.12,0.0506,0,219213,57,2014,9/19/2014,Angel of Small Death and the Codeine Scene
['Hozier'],[3144637],0.465,0.269,0.184,131.391,-12.14,1,0,0.791,7.51E-06,0.139,0.0311,0,318493,55,2014,9/19/2014,In a Week (feat. Karen *******
['Hozier'],[3144637],0.373,0.393,0.272,71.749,-8.462,0,10,0.509,0.0623,0.105,0.0319,0,254773,55,2014,9/19/2014,Run
['Hozier'],[3144637],0.354,0.426,0.185,98.062,-8.704,0,6,0.782,0.11,0.115,0.0295,0,331400,54,2014,9/19/2014,In the Woods *********
['Hozier'],[3144637],0.381,0.502,0.147,144.3,-5.505,0,1,0.16,6.98E-05,0.0842,0.0368,0,237800,66,2019,3/1/2019,Movement
['Hozier'],[3144637],0.5,0.446,0.154,86.425,-7.7,0,0,0.382,4.83E-06,0.159,0.0338,0,277653,53,2014,9/19/2014,It Will Come Back
['Hozier'],[3144637],0.66,0.592,0.256,86.069,-5.215,0,9,0.184,1.86E-05,0.102,0.027,0,207667,53,2014,9/19/2014,Sedated
['Hozier'],[3144637],0.502,0.445,0.377,88.866,-7.622,1,8,0.161,0.000466,0.111,0.0294,0,225227,53,2014,9/19/2014,Foreigner's ****
['Hozier'],[3144637],0.311,0.656,0.297,188.171,-6.752,1,4,0.163,7.05E-06,0.126,0.0952,0,218987,51,2013,9/13/2013,Angel of Small Death and the Codeine Scene
['Hozier'],[3144637],0.484,0.528,0.408,109.361,-6.951,1,0,0.398,2.57E-05,0.107,0.0424,0,222427,52,2014,3/9/2014,From Eden
"['H-Town', 'Shirley Murdock']","[651972, 25475]",0.549,0.446,0.511,122.431,-7.807,1,0,0.536,0,0.0442,0.258,0,300000,45,1996,11/19/1996,A Thin Line Between Love & Hate (feat. Shirley Murdock)
['H-Town'],[651972],0.619,0.501,0.497,115.971,-9.241,1,1,0.112,0,0.0978,0.0356,0,279458,37,1997,2/28/1997,They Like It Slow
['H-Town'],[651972],0.617,0.495,0.471,115.94,-9.072,1,1,0.102,0,0.102,0.0345,0,279533,33,1997,11/3/1997,They Like It Slow
['H-Town'],[651972],0.726,0.501,0.582,128.099,-13.884,0,1,0.155,0,0.0893,0.154,0,330945,62,1993,1/28/1993,Knockin' da Boots
['H-Town'],[651972],0.584,0.444,0.24,117.987,-11.424,0,9,0.147,0,0.607,0.0407,0,297273,41,1994,1/21/1994,Emotions
['H-Town'],[651972],0.657,0.333,0.39,135.883,-14.956,0,11,0.324,0,0.0674,0.0459,0,334472,36,1993,1/28/1993,Lick U Up
['H-Town'],[651972],0.701,0.7,0.567,120.618,-7.804,1,0,0.0307,0,0.118,0.0621,1,246520,43,2001,5/1/2001,Part Time Lover
['Hubert Laws'],[234374],0.612,0.345,0.785,90.132,-16.121,1,2,0.928,0.283,0.224,0.0369,0,359067,23,1971,1971,"Brandenburg Concerto No. 3, First Movement"
['Hubert Laws'],[234374],0.712,0.396,0.489,93.432,-8.322,1,8,0.566,1.88E-05,0.146,0.0648,0,453707,32,1980,1980,Family - Stereo Version
['Hudson Mohawke'],[1717415],0.711,0.761,0.526,160.738,-7.267,1,6,0.598,0.127,0.134,0.233,0,199343,52,2012,7/23/2012,Higher Ground
"['Huey ""Piano"" Smith']",[830028],0.672,0.807,0.975,123.45,-6.594,1,3,0.471,0.352,0.0333,0.0352,0,163028,18,1965,5/25/1965,High Blood Pressure
"['Huey ""Piano"" Smith']",[830028],0.729,0.813,0.87,139.261,-6.893,0,10,0.681,0.00545,0.375,0.0976,0,150072,35,1965,5/25/1965,Don't You Just Know It
"['Huey ""Piano"" Smith']",[830028],0.804,0.779,0.978,117.437,-7.414,1,0,0.735,1.54E-06,0.278,0.0455,0,134421,32,1965,5/25/1965,Rockin Pneumonia and the Boogie Woogie Flu
['Huey Lewis & the News'],[829122],0.688,0.72,0.905,127.255,-6.556,0,1,0.0156,8.46E-05,0.0562,0.0471,0,170040,29,1980,1980,Don't Make Me Do It
['Huey Lewis & the News'],[829122],0.596,0.544,0.933,104.747,-12.788,1,9,0.00742,0.0002,0.0959,0.0289,0,194093,30,1982,1/1/1982,Tattoo (Giving It All Up For Love)
['Huey Lewis & the News'],[829122],0.61,0.85,0.892,127.893,-10.962,1,4,0.0315,5.85E-06,0.12,0.0318,0,224933,32,1986,1/1/1986,I Never Walk Alone
['Huey Lewis & the News'],[829122],0.619,0.837,0.628,135.538,-8.413,1,2,0.00586,0.00768,0.0567,0.0438,0,211267,28,1980,1980,Stop Trying
['Huey Lewis & the News'],[829122],0.659,0.636,0.956,129.304,-12.849,0,11,0.0213,0.000122,0.315,0.0281,0,223533,29,1982,1/1/1982,Tell Me A Little Lie
['Huey Lewis & the News'],[829122],0.389,0.807,0.761,166.737,-12.235,1,11,0.109,9.36E-06,0.93,0.0516,0,151093,28,1982,1/1/1982,Buzz Buzz Buzz
['Huey Lewis & the News'],[829122],0.55,0.683,0.835,126.915,-8.286,1,2,0.00588,0,0.13,0.0277,0,222947,26,1983,1983,Finally Found A Home
['Huey Lewis & the News'],[829122],0.686,0.508,0.543,80.708,-11.985,1,8,0.313,0,0.0974,0.0312,0,267627,31,1986,1/1/1986,Simple As That
['Huey Lewis & the News'],[829122],0.507,0.697,0.85,146.659,-6.26,1,7,0.185,6.97E-06,0.31,0.0304,0,232360,46,2006,1/1/2006,If This Is It
['Huey Lewis & the News'],[829122],0.485,0.524,0.31,136.184,-12.728,1,2,0.0707,3.18E-05,0.101,0.0423,0,288933,28,1982,1/1/1982,The Only One
['Huey Lewis & the News'],[829122],0.529,0.675,0.891,129.451,-12.217,1,9,0.0113,0.000141,0.391,0.0426,0,224733,27,1982,1/1/1982,Change Of Heart
['Huey Lewis & the News'],[829122],0.518,0.929,0.909,167.905,-9.014,1,2,0.077,6.50E-05,0.0404,0.0345,0,200613,24,1983,1983,**** Tonk *****
['Huey Lewis & the News'],[829122],0.615,0.523,0.718,104.232,-11.591,1,0,0.128,0,0.0517,0.0316,0,208200,29,1986,1/1/1986,Forest For The Trees
['Huey Lewis & the News'],[829122],0.352,0.893,0.956,174.218,-5.301,1,9,0.0406,0.0376,0.378,0.0496,0,173573,25,1980,1980,Don't Ever Tell Me That You Love Me
['Huey Lewis & the News'],[829122],0.67,0.725,0.914,135.672,-13.207,1,10,0.243,0.000322,0.132,0.0326,0,277627,29,1988,1988,Give Me The Keys (And I'll Drive You Crazy)
['Huey Lewis & the News'],[829122],0.581,0.874,0.947,143.284,-5.811,1,10,0.0221,2.38E-06,0.113,0.0347,0,245733,43,2006,1/1/2006,The Heart Of Rock & Roll - Single Edit
['Huey Lewis & the News'],[829122],0.737,0.804,0.966,117.105,-4.59,0,1,0.188,5.43E-06,0.0347,0.0297,0,172533,42,2006,1/1/2006,But It's Alright
['Huey Lewis & the News'],[829122],0.438,0.418,0.844,98.173,-12.556,1,2,0.0214,0,0.33,0.0394,0,225000,24,1982,1/1/1982,Hope You Love Me Like You Say You Do
['Huey Lewis & the News'],[829122],0.607,0.742,0.736,145.3,-11.151,1,8,0.0772,0,0.126,0.0316,0,241893,32,1991,1/1/1991,It Hit Me Like A Hammer
['Huey Lewis & the News'],[829122],0.744,0.537,0.968,121.045,-13.738,1,7,0.077,1.43E-05,0.0517,0.031,0,287973,27,1988,1988,Old Antone's
['Huey Lewis & the News'],[829122],0.638,0.785,0.751,137.444,-6.143,1,0,0.206,0,0.105,0.0297,0,219507,42,2006,1/1/2006,Doing It All For My Baby
['Huey Lewis & the News'],[829122],0.775,0.594,0.911,110.758,-12.616,1,0,0.15,0,0.129,0.0297,0,251000,28,1988,1988,Perfect World
['Huey Lewis & the News'],[829122],0.707,0.582,0.747,125.061,-13.164,1,0,0.0494,1.00E-05,0.292,0.0272,0,243440,26,1988,1988,Walking With The Kid
['Huey Lewis & the News'],[829122],0.76,0.444,0.402,118.804,-13.611,1,0,0.566,0,0.347,0.0295,0,321667,26,1988,1988,World To Me
['Huey Lewis & the News'],[829122],0.547,0.636,0.816,114.061,-10.948,1,11,0.0582,0,0.249,0.0314,0,209000,58,1982,1/1/1982,Do You Believe In Love
['Huey Lewis & the News'],[829122],0.668,0.779,0.963,140.873,-11.089,1,9,0.0025,0.000347,0.139,0.0325,0,245467,65,1986,1/1/1986,Hip To Be Square
['Huey Lewis & the News'],[829122],0.704,0.544,0.628,120.717,-11.402,0,4,0.0873,1.66E-05,0.041,0.026,0,269573,61,1986,1/1/1986,Stuck With You
['Huey Lewis & the News'],[829122],0.768,0.829,0.962,118.773,-5.109,1,5,0.0964,2.92E-05,0.097,0.0313,0,234333,73,2006,1/1/2006,The Power Of Love
['Huey Lewis & the News'],[829122],0.376,0.667,0.844,108.177,-7.407,1,7,0.209,1.50E-06,0.317,0.0356,0,233160,50,1983,1983,If This Is It
['Huey Lewis & the News'],[829122],0.594,0.756,0.956,143.301,-8.82,1,10,0.0316,0.000102,0.222,0.0379,0,304920,48,1983,1983,The Heart Of Rock And Roll
['Huey Lewis & the News'],[829122],0.66,0.806,0.944,122.041,-8.01,1,2,0.00332,1.40E-05,0.0986,0.0324,0,253253,44,1983,1983,Heart And Soul
['Huey Lewis & the News'],[829122],0.758,0.835,0.836,120.045,-5.454,1,7,0.0311,0.0103,0.0712,0.04,0,258867,58,2006,1/1/2006,Back In Time
['Huey Lewis & the News'],[829122],0.566,0.757,0.973,158.182,-11.39,1,2,0.361,1.56E-06,0.32,0.0348,0,158533,41,1982,1/1/1982,Workin For A Livin
['Huey Lewis & the News'],[829122],0.673,0.601,0.679,128.242,-8.606,1,2,0.00086,6.77E-05,0.103,0.0308,0,310667,40,1983,1983,Walking On A Thin Line
['Huey Lewis & the News'],[829122],0.651,0.861,0.709,110.292,-7.87,1,2,0.0907,0.000206,0.329,0.0611,0,285800,39,1983,1983,I Want A New Drug
['Huey Lewis & the News'],[829122],0.671,0.579,0.659,117.68,-13.021,1,10,0.0147,0,0.116,0.0293,0,213760,41,1986,1/1/1986,Jacob's Ladder
['Huey Lewis & the News'],[829122],0.378,0.604,0.8,91.679,-12.381,1,0,0.257,0,0.238,0.0322,0,219867,38,1986,1/1/1986,Doing It All For My Baby
['Huey Lewis & the News'],[829122],0.672,0.897,0.777,110.289,-4.92,1,2,0.0786,6.40E-06,0.389,0.0541,0,211840,52,2006,1/1/2006,I Want A New Drug
['Huey Lewis & the News'],[829122],0.594,0.756,0.956,143.301,-8.82,1,10,0.0316,0.000102,0.222,0.0379,0,304920,56,2013,1/1/2013,The Heart Of Rock And Roll
['Huey Lewis & the News'],[829122],0.749,0.554,0.707,90.65,-8.87,1,2,0.152,6.57E-06,0.0892,0.0269,0,227853,31,1983,1983,Bad Is Bad
['Huey Lewis & the News'],[829122],0.503,0.729,0.725,79.788,-12.28,1,9,0.0888,0,0.286,0.0372,0,210867,36,1986,1/1/1986,Whole Lotta Lovin'
['Huey Lewis & the News'],[829122],0.635,0.2,0.615,116.252,-16.721,1,5,0.894,0,0.111,0.0386,0,173133,36,1986,1/1/1986,Naturally
['Huey Lewis & the News'],[829122],0.429,0.832,0.852,166.418,-6.045,1,4,0.0212,0.0256,0.127,0.0685,0,203280,31,1980,1980,**** Of My Lies Are True (Sooner Or Later)
['Huey Lewis & the News'],[829122],0.518,0.77,0.871,162.589,-7.595,1,2,0.000579,1.59E-05,0.091,0.0392,0,223320,30,1983,1983,You Crack Me Up
['Huey Lewis & the News'],[829122],0.64,0.669,0.883,108.155,-11.029,1,2,0.0354,1.54E-05,0.365,0.0305,0,239600,32,1986,1/1/1986,I Know What I Like
['Huey Lewis'],[829033],0.745,0.647,0.821,83.346,-6.458,1,4,0.127,0,0.0505,0.0442,0,214307,56,2006,1/1/2006,Cruisin' - Single Edit
['Hugh Masekela'],[830319],0.605,0.636,0.874,99.531,-9.467,0,7,0.742,0.841,0.141,0.0278,0,120413,41,2006,1/1/2006,Riot
['Hugh Masekela'],[830319],0.661,0.554,0.906,106.894,-12.241,0,7,0.36,0.782,0.261,0.0291,0,157773,43,1968,1/1/1968,Grazing In The *****
['Hugh Mundell'],[233300],0.759,0.402,0.632,75.071,-11.008,1,8,0.0159,1.38E-05,0.13,0.235,0,148427,36,1978,7/1/1978,Africa Must Be Free By ****
['Hugh Mundell'],[233300],0.818,0.418,0.609,148.588,-9.336,0,4,0.0321,1.56E-05,0.0736,0.2,0,216280,43,1978,7/1/1978,My Mind
['Hugh Mundell'],[233300],0.75,0.518,0.556,139.104,-9.209,0,7,0.0279,0.0224,0.0832,0.0482,0,187640,33,1982,1982,Jacqueline
['Hula'],[1518379],0.664,0.727,0.351,115.904,-12.901,1,11,0.00766,8.13E-06,0.179,0.0883,0,300813,32,1986,1986,Freeze Out - Radio Version
['Hum'],[166658],0.427,0.667,0.407,112.293,-11.714,0,9,0.000157,0.339,0.0898,0.0441,0,277560,37,1995,4/11/1995,The Pod
['Hum'],[166658],0.3,0.75,0.0784,153.005,-13.685,1,2,1.81E-05,0.779,0.106,0.0412,1,351693,33,1993,9/1/1993,Iron Clad Lou
['Hum'],[166658],0.35,0.395,0.28,94.337,-15.259,0,11,0.000369,0.497,0.172,0.0315,0,358933,34,1995,4/11/1995,I Hate It Too
['Hum'],[166658],0.358,0.758,0.0882,140.635,-12.561,1,3,8.46E-06,0.242,0.325,0.0509,0,283867,34,1995,4/11/1995,Little Dipper
['Hum'],[166658],0.341,0.534,0.314,113.857,-14.541,1,2,0.00406,0.684,0.276,0.0304,0,297040,32,1995,4/11/1995,Why I Like The Robins
['Hum'],[166658],0.271,0.742,0.148,91.844,-12.669,1,2,0.000285,0.26,0.0601,0.0529,0,309107,49,1995,4/11/1995,Stars
['Humble Pie'],[805661],0.452,0.44,0.758,113.982,-15.513,1,2,0.0841,0.00851,0.175,0.0339,0,302307,29,1972,1/1/1972,The Fixer
['Humble Pie'],[805661],0.339,0.681,0.689,146.915,-7.107,1,2,0.000661,5.24E-05,0.0369,0.0882,0,299227,28,1970,1/1/1970,I'm Ready
['Humble Pie'],[805661],0.412,0.574,0.401,119.454,-15.221,1,2,0.0657,0.00587,0.102,0.0449,0,313040,27,1972,1/1/1972,C'mon Everybody
['Humble Pie'],[805661],0.385,0.614,0.756,133.756,-14.069,1,2,0.0121,0.0014,0.948,0.0537,0,555227,24,1971,11/1/1971,I Don't Need No Doctor - Live At The Fillmore *********
['Humble Pie'],[805661],0.615,0.327,0.962,169.712,-16.993,1,0,0.296,0.0453,0.131,0.0428,0,223800,25,1972,1/1/1972,Road Runners G Jam
['Humble Pie'],[805661],0.28,0.842,0.419,144.476,-5.975,1,2,0.0683,2.16E-05,0.123,0.0508,0,387507,17,1969,8/1/1969,Desperation
['Humble Pie'],[805661],0.34,0.67,0.721,124.012,-13.47,1,9,0.00288,0.0534,0.851,0.0798,0,226040,25,1971,11/1/1971,Four Day Creep - Live At The Fillmore East ***** / *** Show
['Humble Pie'],[805661],0.381,0.693,0.463,120.975,-9.47,1,9,0.00977,0.0154,0.518,0.0499,0,249760,25,1971,3/1/1971,Stone Cold Fever
['Humble Pie'],[805661],0.47,0.252,0.506,137.042,-16.671,1,4,0.468,5.87E-06,0.0583,0.0386,0,230760,22,1972,1/1/1972,You're So Good For Me
['Humble Pie'],[805661],0.408,0.192,0.3,115.336,-19.631,1,7,0.314,0.0799,0.2,0.0444,0,533307,24,1972,1/1/1972,I Wonder
['Humble Pie'],[805661],0.274,0.535,0.472,205.61,-10.354,1,2,0.00366,5.15E-05,0.0553,0.0545,0,184467,23,1971,3/1/1971,Shine On
['Humble Pie'],[805661],0.461,0.831,0.471,109.236,-6.854,1,9,0.000758,0.00111,0.368,0.0559,0,376307,24,1970,1/1/1970,"Red Light Mamma, Red Hot!"
['Humble Pie'],[805661],0.605,0.482,0.831,119.819,-16.673,1,9,0.158,2.04E-05,0.196,0.102,0,237267,52,1972,1/1/1972,30 Days In The Hole
['Humble Pie'],[805661],0.345,0.542,0.501,121.085,-7.86,0,7,0.00919,0.0136,0.167,0.0353,0,474067,38,1970,1/1/1970,Live With Me
['Humble Pie'],[805661],0.567,0.412,0.804,131.062,-15.775,1,0,0.296,0.00159,0.107,0.0428,0,201933,33,1972,1/1/1972,Hot 'N' Nasty
['Humble Pie'],[805661],0.506,0.815,0.65,120.354,-5.149,1,0,0.00357,0.0129,0.134,0.0321,0,207546,43,1973,1/1/1973,Get Down To It
['Humble Pie'],[805661],0.441,0.388,0.563,146.026,-11.562,1,0,0.202,0.227,0.214,0.0869,0,191333,38,1973,1/1/1973,Black ******
['Humble Pie'],[805661],0.299,0.634,0.516,144.189,-13.589,1,2,0.00437,5.46E-05,0.118,0.0438,0,387640,35,1969,12/31/1969,Desperation (Stereo Version)
['Hunters & Collectors'],[942498],0.577,0.468,0.944,112.989,-15.437,1,4,0.133,0.0131,0.305,0.0282,0,234107,30,1986,1/1/1986,Throw Your Arms Around Me
['Hurt'],[913210],0.51,0.824,0.379,167.16,-4.194,1,6,0.00131,5.61E-06,0.0772,0.0593,1,230413,45,2007,1/1/2007,Ten Ton Brick
['Hurt'],[913210],0.507,0.684,0.371,146.021,-6.23,0,8,0.00665,2.85E-05,0.115,0.0506,0,281373,43,2006,1/1/2006,Falls Apart
['Hurt'],[913210],0.444,0.702,0.27,148.096,-6.799,1,6,0.00641,7.75E-06,0.217,0.0608,0,340667,48,2006,1/1/2006,Rapture
['Ian & Sylvia'],[74134],0.546,0.156,0.563,97.826,-20.491,1,5,0.868,5.93E-05,0.121,0.0276,0,209907,18,1965,1965,Darcy Farrow
['Ian & Sylvia'],[74134],0.552,0.387,0.763,106.632,-13.565,1,5,0.672,9.44E-05,0.29,0.0285,0,157973,16,1965,1965,Nancy Whiskey
['Ian & Sylvia'],[74134],0.67,0.389,0.566,114.917,-13.762,0,6,0.747,1.47E-05,0.0981,0.0372,0,171000,14,1964,1964,Nova Scotia Farewell
['Ian & Sylvia'],[74134],0.516,0.417,0.632,124.087,-12.811,1,6,0.51,0.00145,0.187,0.0329,0,162000,12,1964,1964,Four Rode By
['Ian & Sylvia'],[74134],0.474,0.118,0.658,98.095,-22.932,1,4,0.844,0.00946,0.113,0.0296,0,238000,43,1965,1965,Early Morning Rain
['Ian & Sylvia'],[74134],0.519,0.535,0.888,140.402,-13.214,1,5,0.763,0,0.135,0.0318,0,167000,23,1964,1964,You Were On My Mind
['Ian & Sylvia'],[74134],0.613,0.156,0.549,124.566,-15.968,1,0,0.643,4.20E-06,0.0857,0.0322,0,141000,23,1964,1964,**** Day Soon
['Ian Dury'],[90188],0.805,0.553,0.959,124.095,-12.49,1,1,0.00435,0.144,0.138,0.0332,1,264693,43,1977,9/30/1977,Wake Up And Make Love With Me
['Ian Dury'],[90188],0.453,0.776,0.469,155.705,-9.37,1,0,0.229,0.000133,0.086,0.0734,1,215480,39,1977,9/30/1977,Sweet Gene Vincent
['Ian Dury'],[90188],0.828,0.564,0.925,93.072,-13.24,1,9,0.136,0.00376,0.0445,0.0563,1,295480,36,1977,9/30/1977,Clevor Trever
['Ian Dury'],[90188],0.832,0.716,0.899,104.816,-11.265,1,9,0.533,0,0.058,0.0404,1,186627,51,1977,9/30/1977,**** & Drugs & Rock & Roll
['Ian Dury'],[90188],0.712,0.86,0.882,104.314,-7.845,0,5,0.0704,0.00154,0.116,0.0362,0,223960,52,1987,1/1/1987,Hit Me With Your Rhythm Stick
['Ian Hunter'],[87597],0.632,0.858,0.98,119.087,-6.334,1,2,0.00226,0.000425,0.214,0.0311,0,276293,29,1979,3/27/1979,Just Another ***** - **** Remaster
['Ian Hunter'],[87597],0.761,0.724,0.81,124.538,-8.386,1,0,0.0117,0.000593,0.143,0.0439,0,284147,30,1975,1975,"Once Bitten, Twice Shy"
['Ian Hunter'],[87597],0.349,0.485,0.51,59.784,-9.903,1,0,0.182,0.47,0.105,0.0287,0,251360,30,1979,3/27/1979,Ships - **** Remaster
['Ian Hunter'],[87597],0.63,0.791,0.851,97.419,-9.179,1,1,0.169,0.000649,0.0273,0.0485,0,427573,31,1976,1/19/1976,All American Alien Boy
['Ian Hunter'],[87597],0.523,0.802,0.587,145.352,-8.295,1,2,0.000173,0,0.26,0.0406,0,228720,34,1979,3/27/1979,Cleveland Rocks - **** Remaster
['Ian Matthews'],[768231],0.404,0.454,0.27,97.673,-12.314,1,7,0.253,0,0.12,0.0326,0,245093,41,1973,1973,Seven Bridges Road
['Ian Matthews'],[768231],0.792,0.486,0.848,130.738,-11.291,0,1,0.107,0.00221,0.121,0.0284,0,205493,39,1978,1978,Shake It
['Ian Tyson'],[764890],0.632,0.388,0.445,91.613,-14.571,1,9,0.35,0,0.165,0.0376,0,310000,29,1987,1987,Claude Dallas
['Ian Tyson'],[764890],0.669,0.416,0.597,79.027,-12.45,1,9,0.259,0.000387,0.101,0.0313,0,233000,28,1991,1991,******* To Freno
['Ian Tyson'],[764890],0.739,0.423,0.942,147.749,-14.587,1,2,0.227,0,0.101,0.0294,0,224333,24,1987,1987,The Coyote & The ******
['Ian Tyson'],[764890],0.658,0.419,0.703,167.366,-15.285,1,9,0.256,0,0.252,0.0451,0,174000,33,1987,1987,Navajo Rug
['Ibrahim Ferrer'],[78242],0.355,0.258,0.27,82.183,-12.952,1,2,0.846,0.003,0.155,0.0294,0,294293,52,1999,6/7/1999,Aquellos Ojos Verdes
['Ibrahim Ferrer'],[78242],0.595,0.746,0.712,87.363,-4.733,1,5,0.584,0,0.0703,0.0452,0,279333,50,1999,6/7/1999,Qué Bueno Baila Usted
['Ibrahim Ferrer'],[78242],0.335,0.306,0.268,79.609,-10.559,1,7,0.883,0.00577,0.102,0.0277,0,278640,51,1999,6/7/1999,Silencio
['Ibrahim Ferrer'],[78242],0.592,0.545,0.713,79.073,-7.091,1,9,0.831,0,0.155,0.0746,0,355040,48,1999,6/7/1999,Marieta
['Ibrahim Ferrer'],[78242],0.499,0.371,0.684,110.274,-11.624,1,10,0.836,0.00557,0.131,0.0449,0,284320,55,1999,6/7/1999,Bruca *******
['Iced Earth'],[769486],0.508,0.852,0.184,129.174,-7.842,1,6,0.00134,0,0.363,0.0718,0,268907,51,1998,7/13/1998,Watching over Me - Remixed & Remastered
['Iced Earth'],[769486],0.494,0.834,0.214,113.261,-7.788,0,10,0.00233,0.00495,0.0836,0.0475,0,227840,48,1996,6/3/1996,I Died For You
['Icehouse'],[768737],0.656,0.905,0.507,114.719,-4.962,0,5,0.0555,0.00631,0.152,0.0285,0,280107,41,1986,4/21/1986,No Promises
['Icehouse'],[768737],0.688,0.909,0.641,109.673,-4.756,1,10,0.0608,1.97E-06,0.1,0.0354,0,263680,58,1987,9/21/1987,Electric ****
['Icehouse'],[768737],0.719,0.842,0.421,120.147,-5.603,1,9,0.252,0.000218,0.0697,0.0284,0,317240,61,1982,9/6/1982,Great Southern Land
['Icehouse'],[768737],0.516,0.949,0.367,115.593,-3.512,1,5,0.0162,0.0045,0.319,0.125,0,203920,53,1987,9/21/1987,Crazy
['Icehouse'],[768737],0.736,0.891,0.868,135.532,-5.828,0,9,0.151,0.516,0.0871,0.0328,0,264667,51,1982,9/6/1982,"Hey, Little ****"
['Icehouse'],[768737],0.66,0.738,0.704,115.813,-11.294,0,5,0.0651,0.0144,0.116,0.0287,0,222200,47,1986,1986,No Promises
['Ida Maria'],[1050323],0.435,0.933,0.374,169.976,-5.572,1,2,0.0133,0,0.229,0.0851,0,198587,40,2008,2008,Oh My ****
['Ideal'],[1273359],0.702,0.52,0.467,120.005,-8.581,1,10,0.435,0,0.299,0.0725,0,275173,39,1999,1/1/1999,Get Gone
['Ideal'],[1273359],0.824,0.708,0.767,101.854,-6.037,0,10,0.00223,0,0.0902,0.0712,0,228159,43,1999,1/1/1999,Whatever - Radio Edit
['Idina Menzel'],[769638],0.36,0.413,0.151,87.23,-6.516,0,0,0.81,0,0.1,0.0491,0,384853,44,2005,9/27/2005,Goodbye Love
['Idina Menzel'],[769638],0.736,0.577,0.842,115.885,-8.039,1,5,0.481,0,0.0302,0.0895,0,223307,39,1999,1/1/1999,Take Me Or Leave Me
['Idina Menzel'],[769638],0.372,0.394,0.293,140.844,-8.157,1,0,0.817,0,0.29,0.0371,0,309520,50,2013,1/1/2013,"The Wizard And I - From ""Wicked"" Original Broadway Cast **************"
['Idina Menzel'],[769638],0.555,0.959,0.704,146.948,-3.558,1,6,0.257,0,0.583,0.0632,0,96720,42,2005,9/27/2005,La Vie Boheme B
['Idina Menzel'],[769638],0.352,0.546,0.274,114.814,-6.768,1,11,0.71,0,0.105,0.0384,0,211573,49,2013,1/1/2013,"No Good Deed - From ""Wicked"" Original Broadway Cast **************"
['Idina Menzel'],[769638],0.444,0.732,0.508,177.257,-7.049,1,7,0.0251,0,0.756,0.117,0,265427,36,1999,1/1/1999,Rent
['Idina Menzel'],[769638],0.343,0.0739,0.173,90.265,-18.964,1,9,0.955,0.000173,0.102,0.033,0,178760,49,2013,1/1/2013,"I'm Not That **** - From ""Wicked"" Original Broadway Cast **************"
['Idina Menzel'],[769638],0.472,0.449,0.19,117.997,-8.282,1,5,0.752,1.42E-06,0.113,0.0314,0,225987,48,2013,1/1/2013,"As Long As You're Mine - From ""Wicked"" Original Broadway Cast **************"
['Idina Menzel'],[769638],0.543,0.485,0.371,136.961,-6.85,1,8,0.558,0,0.12,0.0305,0,223840,75,2013,1/1/2013,"Let It Go - From ""Frozen""/Soundtrack Version"
['Idina Menzel'],[769638],0.475,0.579,0.466,178.151,-4.096,1,5,0.609,0,0.0756,0.0334,0,182747,61,2005,9/27/2005,Seasons of Love
['Idina Menzel'],[769638],0.354,0.411,0.43,90.831,-6.018,1,0,0.815,1.00E-06,0.106,0.0344,0,225080,67,2013,1/1/2013,"For the First Time in Forever - From ""Frozen""/Soundtrack Version"
['Idina Menzel'],[769638],0.323,0.405,0.274,145.104,-8.533,0,10,0.849,0.000544,0.138,0.0413,0,194848,80,2019,11/15/2019,Into the Unknown
['Idina Menzel'],[769638],0.457,0.763,0.87,175.043,-3.459,0,7,0.318,0,0.0322,0.255,0,231360,59,2005,9/27/2005,Take Me or Leave Me
['Idina Menzel'],[769638],0.362,0.338,0.389,93.999,-9.321,1,9,0.806,0,0.3,0.0393,0,149640,63,2013,1/1/2013,"For the First Time in Forever (Reprise) - From ""Frozen""/Soundtrack Version"
['Idina Menzel'],[769638],0.321,0.429,0.174,123.419,-7.073,1,6,0.724,9.10E-05,0.0606,0.0302,0,260907,77,2019,11/15/2019,Show Yourself
['Idina Menzel'],[769638],0.566,0.543,0.299,89.937,-4.485,1,5,0.613,0,0.106,0.0314,0,209965,74,2019,11/15/2019,**** Things Never Change
['Idina Menzel'],[769638],0.418,0.461,0.484,177.31,-9.596,1,5,0.722,0,0.074,0.0395,0,171867,45,1999,1/1/1999,Seasons Of Love - Original Cast **************
['Idina Menzel'],[769638],0.295,0.691,0.178,151.598,-4.322,1,6,0.00564,0,0.162,0.0307,0,226067,47,2007,5/1/2007,Defying Gravity
['Idris Muhammad'],[90389],0.699,0.803,0.807,120.435,-7.432,1,0,0.192,0.000466,0.145,0.0667,0,263440,37,1977,1977,Tasty Cakes
['Idris Muhammad'],[90389],0.702,0.75,0.823,119.911,-7.844,0,9,0.0744,0.0322,0.0525,0.0407,0,282093,25,1976,1976,House of the Rising Sun
['Idris Muhammad'],[90389],0.892,0.659,0.887,97.283,-7.318,1,10,0.433,0.388,0.123,0.145,0,310600,32,1977,1977,**** Apple
