"artist_names","artists_id","danceability","energy","valence","tempo","loudness","mode","key","acousticness","instrumentalness","liveness","speechiness","explicit","duration_ms","popularity","year","release_date","song_title","follower_main_genre"
"'Kleeer'",84886,0.845,0.33,0.883,105.067,-14.718,0,9,0.322,0.714,0.0432,0.044,0,310667,39,1984,"4/14/1984","*******","R&B"
"'KMFDM'",359062,0.534,0.966,0.171,139.987,-6.597,1,7,0.000248,0.104,0.436,0.0688,0,298707,46,2003,"2003","WWIII","Pop/Rock"
"'KMFDM'",359062,0.608,0.916,0.39,129.098,-4.286,1,2,9.48e-06,0.352,0.279,0.0775,0,371507,35,1993,"1993","Light","Pop/Rock"
"'KMFDM'",359062,0.639,0.882,0.343,93.042,-5.791,0,6,0.000346,0.541,0.0803,0.106,0,246053,36,1996,"1996","*****","Pop/Rock"
"'KMFDM'",359062,0.624,0.959,0.832,139.864,-6.229,0,6,0.000396,0.506,0.373,0.054,0,329987,38,1997,"1997","Stray ******","Pop/Rock"
"'KMFDM'",359062,0.467,0.985,0.386,115.905,-4.12,1,2,2.48e-05,0.714,0.129,0.0592,0,273867,35,1995,"1995","Ultra","Pop/Rock"
"'KMFDM'",359062,0.626,0.974,0.458,128.019,-5.31,0,11,0.000196,0.667,0.876,0.0585,0,367933,48,1997,"1997","Megalomaniac","Pop/Rock"
"'KMFDM'",359062,0.547,0.978,0.328,128.911,-4.351,0,6,1.04e-05,0.57,0.362,0.0658,0,339987,43,1995,"1995","Juke-Joint Jezebel","Pop/Rock"
"'KMFDM'",359062,0.427,0.943,0.343,161.11,-6.036,0,11,4.35e-06,0.879,0.3,0.0571,0,215000,41,1993,"1993","A Drug ******* War","Pop/Rock"
"'KMFDM'",359062,0.645,0.894,0.378,114.902,-3.892,1,1,0.000829,0.00629,0.0324,0.0577,0,334187,42,1997,"1997","Anarchy","Pop/Rock"
"'Kodomo'",992260,0.759,0.491,0.355,99.011,-8.352,0,10,0.0726,0.772,0.0826,0.0592,0,307547,44,2008,"7/10/2008","Concept *","Electronic"
"'Koko Taylor'",376739,0.648,0.544,0.619,153.063,-8.963,1,1,0.343,2.93e-06,0.087,0.179,0,182827,43,1987,"1/1/1987","**** Dang Doodle","Blues"
"'Koko Taylor'",376739,0.527,0.167,0.458,129.981,-16.77,1,8,0.473,0.000843,0.0896,0.0374,0,300467,40,1981,"1981","I'd Rather Go Blind","Blues"
"'Koko Taylor'",376739,0.558,0.829,0.615,109.195,-5.58,1,0,0.11,9.27e-06,0.0495,0.0797,0,274507,36,1978,"1978","I'm A Woman","Blues"
"'Kool & the Gang'",777210,0.633,0.823,0.529,118.888,-11.982,0,11,0.314,0.0308,0.062,0.0484,0,239573,33,1977,"11/15/1977","Open Sesame","R&B"
"'Kool & the Gang'",777210,0.71,0.414,0.807,92.959,-15.575,1,7,0.404,0.000141,0.0405,0.0461,0,256827,34,1980,"9/29/1980","Jones Vs. Jones","R&B"
"'Kool & the Gang'",777210,0.901,0.55,0.983,124.479,-15.008,0,1,0.066,0.00113,0.0396,0.0339,0,255600,38,1981,"1981","Be My Lady","R&B"
"'Kool & the Gang'",777210,0.714,0.509,0.908,119.949,-14.596,1,6,0.0717,0.227,0.304,0.0352,0,210507,43,1983,"11/21/1983","Straight Ahead","R&B"
"'Kool & the Gang'",777210,0.932,0.509,0.981,124.586,-14.598,0,1,0.0118,0.0081,0.185,0.0469,0,320840,33,1984,"11/15/1984","Emergency","R&B"
"'Kool & the Gang'",777210,0.827,0.643,0.938,122.373,-7.806,1,11,0.012,0.00239,0.0365,0.0455,0,246293,40,1999,"3/1/1999","Misled","R&B"
"'Kool & the Gang'",777210,0.827,0.623,0.969,110.857,-8.499,0,4,0.231,0.00352,0.0422,0.0389,0,370800,46,1999,"1/1/1999","Get Down On It","R&B"
"'Kool & the Gang'",777210,0.347,0.497,0.71,90.322,-10.429,1,2,0.422,0.508,0.717,0.0289,0,362933,30,1971,"1971-10","Dujii","R&B"
"'Kool & the Gang'",777210,0.363,0.322,0.573,146.441,-17.194,0,9,0.412,0.229,0.127,0.0278,0,307227,31,1973,"1973","Winter Sadness","R&B"
"'Kool & the Gang'",777210,0.678,0.85,0.426,119.835,-7.849,0,11,0.13,0.0131,0.0738,0.0855,0,226547,33,1976,"1/1/1976","Open Sesame - Pt. *","R&B"
"'Kool & the Gang'",777210,0.609,0.716,0.886,110.11,-10.868,1,2,0.118,0.939,0.302,0.0653,0,135347,28,1970,"1/1/1970","Chocolate Buttermilk","R&B"
"'Kool & the Gang'",777210,0.738,0.453,0.836,95.152,-11.375,1,0,0.547,0.126,0.0804,0.0691,0,391733,29,1971,"1971-10","N.T.","R&B"
"'Kool & the Gang'",777210,0.648,0.789,0.745,108.065,-9.629,0,11,0.139,0.0119,0.26,0.0412,0,293333,30,1975,"1975","Spirit Of The Boogie","R&B"
"'Kool & the Gang'",777210,0.902,0.389,0.961,113.548,-14.693,1,6,0.0317,0.000227,0.18,0.0318,0,300000,34,1981,"1981","Good Time *******","R&B"
"'Kool & the Gang'",777210,0.693,0.575,0.916,109.99,-17.068,1,1,0.068,0.000704,0.249,0.0313,0,275040,32,1986,"11/3/1986","Stone Love","R&B"
"'Kool & the Gang'",777210,0.846,0.49,0.926,117.733,-11.384,0,11,0.013,0.051,0.031,0.0333,0,228627,49,1999,"3/1/1999","Fresh","R&B"
"'Kool & the Gang'",777210,0.684,0.659,0.921,111.393,-9.549,1,9,0.216,3.16e-05,0.0674,0.18,0,205680,49,2007,"10/29/2007","Ladies *****","R&B"
"'Kool & the Gang'",777210,0.521,0.779,0.399,102.4,-9.662,0,11,0.00776,0.201,0.051,0.0458,0,173827,32,1973,"1973-09","More Funky Stuff","R&B"
"'Kool & the Gang'",777210,0.648,0.484,0.35,116.718,-14.142,1,0,0.126,0.474,0.0314,0.0377,0,229307,31,1980,"9/29/1980","Morning Star","R&B"
"'Kool & the Gang'",777210,0.887,0.49,0.899,114.519,-12.894,1,5,0.206,6.47e-05,0.0765,0.0949,0,313627,31,1980,"9/29/1980","Love Festival","R&B"
"'Kool & the Gang'",777210,0.737,0.335,0.626,85.215,-15.555,1,2,0.294,0.000157,0.0311,0.0316,0,260240,30,1980,"9/29/1980","Just Friends","R&B"
"'Kool & the Gang'",777210,0.868,0.465,0.961,112.065,-14.013,0,3,0.0514,7.47e-05,0.0389,0.0749,0,269760,33,1981,"1981","Stand Up And Sing","R&B"
"'Kool & the Gang'",777210,0.765,0.437,0.966,96.658,-16.4,1,1,0.52,0.0775,0.0941,0.0452,0,400373,32,1982,"9/7/1982","Let's Go Dancin' (Ooh La La La)","R&B"
"'Kool & the Gang'",777210,0.513,0.675,0.82,98.517,-9.551,1,7,0.355,0.000216,0.0705,0.0299,0,324267,19,1974,"1974-09","Fruitman","R&B"
"'Kool & the Gang'",777210,0.693,0.338,0.62,136.468,-15.322,1,5,0.45,1.07e-06,0.0734,0.04,0,260200,29,1981,"1981","No Show","R&B"
"'Kool & the Gang'",777210,0.394,0.431,0.42,146.227,-15.315,0,4,0.314,0.786,0.0981,0.0359,0,570227,28,1973,"1973-09","Wild And Peaceful","R&B"
"'Kool & the Gang'",777210,0.51,0.516,0.326,77.911,-8.455,1,6,0.195,0,0.103,0.0304,0,328133,26,1976,"1/1/1976","Little Children","R&B"
"'Kool & the Gang'",777210,0.128,0.289,0.0432,70.564,-16.565,1,1,0.756,0.133,0.096,0.0355,0,176133,18,1974,"1974-09","Here After","R&B"
"'Kool & the Gang'",777210,0.617,0.186,0.161,76.015,-19.603,1,6,0.0287,0.000467,0.0742,0.0347,0,327800,35,1986,"11/3/1986","Special Way","R&B"
"'Kool & the Gang'",777210,0.686,0.724,0.65,104.536,-12.177,0,2,0.151,0.525,0.0635,0.0558,0,301000,17,1974,"1974-09","Higher Plane","R&B"
"'Kool & the Gang'",777210,0.808,0.85,0.717,106.855,-8.772,1,5,0.115,0.000109,0.316,0.0868,0,186533,63,1973,"1973-09","Jungle Boogie","R&B"
"'Kool & the Gang'",777210,0.298,0.327,0.454,175.898,-16.515,0,6,0.00834,0.86,0.0724,0.031,0,257867,54,1974,"1974-09","Summer Madness","R&B"
"'Kool & the Gang'",777210,0.885,0.664,0.901,121.633,-11.806,1,1,0.146,0.0506,0.0767,0.0527,0,298867,66,1980,"9/29/1980","Celebration","R&B"
"'Kool & the Gang'",777210,0.879,0.626,0.968,110.864,-6.344,1,7,0.205,6.07e-05,0.056,0.0604,0,212907,71,1999,"3/1/1999","Get Down On It","R&B"
"'Kool & the Gang'",777210,0.623,0.824,0.574,111.356,-8.971,0,6,0.0195,0.13,0.0491,0.0479,0,279933,55,1973,"1973-09","Hollywood Swinging","R&B"
"'Kool & the Gang'",777210,0.491,0.338,0.167,79.582,-16.102,1,2,0.571,0.0599,0.248,0.0519,0,162640,42,1974,"1974-09","You Don't Have To Change","R&B"
"'Kool & the Gang'",777210,0.847,0.389,0.968,111.52,-15.362,0,9,0.0753,1.2e-05,0.0471,0.0569,0,293667,58,1981,"1981","Get Down On It","R&B"
"'Kool & the Gang'",777210,0.838,0.381,0.95,117.708,-16.867,0,11,0.00912,0.0988,0.0364,0.0351,0,266560,60,1984,"11/15/1984","Fresh","R&B"
"'Kool & the Gang'",777210,0.673,0.582,0.921,111.72,-12.757,1,11,0.263,2.17e-05,0.0687,0.172,0,209800,50,1994,"1/1/1994","Ladies ***** - Single Version","R&B"
"'Kool & the Gang'",777210,0.657,0.431,0.926,112.008,-15.682,1,9,0.149,2.18e-05,0.0428,0.166,0,385507,47,1979,"5/13/1979","Ladies *****","R&B"
"'Kool & the Gang'",777210,0.562,0.249,0.31,95.283,-18.652,1,1,0.375,0,0.352,0.0253,0,290600,50,1984,"11/15/1984","Cherish","R&B"
"'Kool & the Gang'",777210,0.639,0.596,0.427,95.186,-8.145,0,10,0.331,0,0.296,0.0225,0,238933,62,1999,"3/1/1999","Cherish","R&B"
"'Kool & the Gang'",777210,0.843,0.656,0.931,121.112,-11.184,1,1,0.0466,0.0187,0.169,0.0595,0,215653,64,2009,"1/1/2009","Celebration - Single Version","R&B"
"'Kool & the Gang'",777210,0.738,0.844,0.576,100.894,-9.53,0,11,0.00139,0.046,0.033,0.0675,0,183733,42,1973,"1973-09","Funky Stuff","R&B"
"'Kool & the Gang'",777210,0.927,0.379,0.947,111.733,-15.887,1,11,0.216,8.3e-06,0.0432,0.136,0,246427,48,1981,"1981","Take My Heart (You Can Have It If You Want It)","R&B"
"'Kool & the Gang'",777210,0.77,0.947,0.649,106.688,-6.651,1,5,0.129,0.445,0.343,0.145,0,289827,43,1975,"1975","Jungle Jazz","R&B"
"'Kool & the Gang'",777210,0.717,0.253,0.737,105.289,-22.231,0,7,0.56,2.85e-05,0.0556,0.161,0,295160,39,1979,"5/13/1979","Too Hot","R&B"
"'Kool & the Gang'",777210,0.719,0.515,0.697,104.935,-11.168,0,7,0.362,1.95e-06,0.11,0.113,0,226827,50,1999,"3/1/1999","Too Hot","R&B"
"'Kool & the Gang'",777210,0.829,0.839,0.96,121.589,-5.251,1,1,0.0993,0.0201,0.0491,0.0443,0,221093,55,1999,"3/1/1999","Celebration","R&B"
"'Kool & the Gang'",777210,0.62,0.722,0.611,171.439,-10.915,0,4,0.307,0.44,0.0704,0.106,0,219267,36,1972,"1972","North, East, South, West","R&B"
"'Kool & the Gang'",777210,0.876,0.348,0.961,105.593,-17.254,1,10,0.479,0.464,0.17,0.0363,0,256067,42,1983,"11/21/1983","Joanna","R&B"
"'Kool & the Gang'",777210,0.824,0.445,0.964,120.241,-16.857,1,5,0.245,0.0283,0.102,0.0393,0,231840,36,1983,"11/21/1983","*******","R&B"
"'Kool & the Gang'",777210,0.84,0.434,0.962,122.51,-15.358,1,11,0.00677,0.00819,0.0477,0.0491,0,300733,33,1984,"11/15/1984","Misled","R&B"
"'Kool & the Gang'",777210,0.668,0.596,0.93,111.695,-12.719,1,11,0.215,5.23e-05,0.0621,0.129,0,209707,57,1994,"6/7/1994","Ladies ***** - Single Version","R&B"
"'Kool & the Gang'",777210,0.716,0.668,0.729,96.612,-10.713,0,9,0.418,0.26,0.276,0.0849,0,221093,33,1970,"1/1/1970","Give It Up","R&B"
"'Kool & the Gang'",777210,0.198,0.275,0.272,70.625,-15.123,0,6,0.516,0.139,0.095,0.0311,0,482107,33,1973,"1973","Summer Madness - ********* At The Rainbow Theatre, London","R&B"
"'Kool & the Gang'",777210,0.704,0.854,0.616,119.84,-7.986,0,11,0.0911,0.0398,0.111,0.0511,0,524067,39,1976,"1/1/1976","Open Sesame - Original *** Extended Version","R&B"
"'Kool & the Gang'",777210,0.876,0.547,0.876,118.131,-13.6,0,4,0.105,7.29e-05,0.094,0.0941,0,258533,38,1980,"9/29/1980","Take It To The Top","R&B"
"'Kool & the Gang'",777210,0.894,0.514,0.89,119.174,-14.14,1,0,0.0354,6.36e-05,0.153,0.0648,0,285373,40,1981,"1981","Steppin' Out","R&B"
"'Kool & the Gang'",777210,0.857,0.602,0.957,105.157,-8.311,1,10,0.489,0.0244,0.317,0.029,0,239627,47,1999,"3/1/1999","Joanna","R&B"
"'Koop'",776406,0.629,0.621,0.591,114.992,-7.313,0,5,0.468,0.000192,0.131,0.0286,0,227520,52,2001,"1/1/2001","Summer Sun","Electronic"
"'Koop'",776406,0.487,0.491,0.435,144.287,-12.063,1,2,0.595,0.147,0.113,0.0279,0,186880,49,2001,"1/1/2001","Waltz for Koop","Electronic"
"'Koop'",776406,0.752,0.476,0.521,121.979,-9.03,0,7,0.789,0.00479,0.0939,0.0316,0,204813,41,2007,"6/5/2007","Strange Love","Electronic"
"'Korn'",112789,0.563,0.87,0.664,170.761,-8.493,1,9,0.00223,0.0417,0.263,0.0957,0,242693,41,1994,"10/11/1994","Helmet in the Bush","Pop/Rock"
"'Korn'",112789,0.359,0.792,0.334,96.833,-8.141,1,4,7.51e-05,0.112,0.114,0.0445,0,355027,43,1998,"8/18/1998","Seed","Pop/Rock"
"'Korn'",112789,0.526,0.93,0.2,110.73,-6.645,0,11,0.000177,0.39,0.412,0.0734,0,221240,44,1999,"11/9/1999","Let's Get This Party Started","Pop/Rock"
"'Korn'",112789,0.564,0.932,0.388,102.953,-3.6,1,9,0.000705,0.000376,0.0713,0.109,1,189960,55,2003,"11/21/2003","Right Now","Pop/Rock"
"'Korn'",112789,0.499,0.934,0.5,112.373,-7.351,1,1,0.0167,0,0.639,0.187,1,240547,40,1996,"10/15/1996","Wicked","Pop/Rock"
"'Korn'",112789,0.44,0.886,0.632,108.321,-6.445,0,10,0.000779,0.182,0.495,0.0969,0,211573,40,1996,"10/15/1996","No Place to Hide","Pop/Rock"
"'Korn'",112789,0.548,0.595,0.389,101.972,-7.925,1,0,0.000389,0.944,0.557,0.0352,1,247480,44,1999,"11/9/1999","Wake Up","Pop/Rock"
"'Korn'",112789,0.456,0.563,0.396,103.631,-9.528,1,7,0.00275,0.297,0.109,0.0407,1,218707,40,1996,"10/15/1996","Swallow","Pop/Rock"
"'Korn'",112789,0.478,0.928,0.4,173.704,-6.127,1,9,0.00252,0.0417,0.105,0.321,0,278400,41,1998,"8/18/1998","Cameltosis","Pop/Rock"
"'Korn'",112789,0.465,0.803,0.493,93.899,-6.764,1,7,5.18e-05,0.0465,0.0809,0.0452,1,224680,43,1999,"11/9/1999","Hey Daddy","Pop/Rock"
"'Korn'",112789,0.325,0.566,0.0395,69.478,-10.204,1,2,0.0122,0.939,0.241,0.0312,1,102427,43,1999,"11/9/1999","4U","Pop/Rock"
"'Korn'",112789,0.471,0.855,0.19,98.836,-6.615,1,9,0.00123,0.732,0.161,0.0507,0,247947,43,1999,"11/9/1999","No Way","Pop/Rock"
"'Korn'",112789,0.637,0.821,0.308,115.109,-5.708,1,1,0.00158,0.089,0.276,0.0686,1,254760,46,2005,"12/6/2005","Liar","Pop/Rock"
"'Korn'",112789,0.552,0.874,0.457,108.388,-7.799,1,7,0.00785,0.0376,0.655,0.0726,0,174707,39,1996,"10/15/1996","Lost","Pop/Rock"
"'Korn'",112789,0.326,0.898,0.291,158.665,-7.382,0,1,0.00343,0.00688,0.31,0.172,1,309493,39,1996,"10/15/1996","Mr. Rogers","Pop/Rock"
"'Korn'",112789,0.49,0.616,0.421,92.305,-7.2,1,10,0.000745,0.453,0.108,0.0339,0,218160,42,1999,"11/9/1999","Counting","Pop/Rock"
"'Korn'",112789,0.758,0.8,0.767,118.022,-3.651,0,11,0.00834,0,0.527,0.0718,1,197907,54,2003,"11/21/2003","Y'all Want a Single","Pop/Rock"
"'Korn'",112789,0.547,0.905,0.307,108.992,-3.751,1,4,9.23e-06,0.331,0.177,0.0712,0,270240,46,2003,"11/21/2003","Alive","Pop/Rock"
"'Korn'",112789,0.597,0.981,0.151,99.994,-3.901,1,9,0.000354,0.808,0.0902,0.0946,0,185533,47,2007,"7/31/2007","Hold On","Pop/Rock"
"'Korn'",112789,0.507,0.947,0.51,94.034,-3.652,0,2,0.000241,6.11e-05,0.211,0.0542,0,233389,55,2014,"6/15/2014","Hater","Pop/Rock"
"'Korn'",112789,0.423,0.95,0.413,130.11,-7.764,1,9,0.000298,0.0913,0.162,0.145,1,219413,39,1996,"10/15/1996","**** Itch","Pop/Rock"
"'Korn'",112789,0.754,0.793,0.971,133.28,-7.208,1,6,0.000772,0.486,0.109,0.146,1,57360,38,1996,"10/15/1996","Lowrider","Pop/Rock"
"'Korn'",112789,0.318,0.646,0.229,130.29,-7.761,1,2,0.000603,0.18,0.155,0.226,0,470560,41,1999,"11/9/1999","Dirty","Pop/Rock"
"'Korn'",112789,0.217,0.942,0.125,84.518,-7.908,1,11,0.00683,0.00108,0.587,0.0765,1,72787,41,1999,"11/9/1999","Dead","Pop/Rock"
"'Korn'",112789,0.244,0.928,0.38,95.235,-4.804,0,4,0.000856,0.108,0.915,0.152,1,252400,49,2006,"4/28/2006","Blind - Live at CBGB","Pop/Rock"
"'Korn'",112789,0.419,0.0377,0.882,121.608,-8.236,1,5,0.0193,0.000679,0.0838,0.153,1,519253,38,1996,"10/15/1996","**** You","Pop/Rock"
"'Korn'",112789,0.461,0.829,0.57,104.175,-7.555,0,10,0.0121,0.00512,0.213,0.15,1,182493,38,1996,"10/15/1996","K@#*%!","Pop/Rock"
"'Korn'",112789,0.37,0.589,0.31,86.006,-9.423,0,4,0.00129,0.0105,0.868,0.133,0,386560,39,1998,"8/18/1998","Earache My Eye","Pop/Rock"
"'Korn'",112789,0.373,0.616,0.204,68.917,-9.162,1,9,0.000702,0.25,0.201,0.0332,1,90840,41,1999,"11/9/1999","It's Gonna Go Away","Pop/Rock"
"'Korn'",112789,0.56,0.729,0.781,135.863,-7.984,0,7,0.000588,0.857,0.225,0.0341,0,120880,38,1996,"10/15/1996","**** Creep","Pop/Rock"
"'Korn'",112789,0.301,0.699,0.0501,109.643,-11.915,0,4,0.798,0.139,0.249,0.0844,0,62400,40,1999,"11/9/1999","Am I Going Crazy","Pop/Rock"
"'Korn'",112789,0.544,0.874,0.25,93.027,-3.891,1,1,6.05e-05,0.00229,0.353,0.0475,0,244493,53,2003,"11/21/2003","Did My Time","Pop/Rock"
"'Korn'",112789,0.69,0.808,0.678,161.856,-12.894,1,9,0.101,0.00102,0.087,0.0524,1,67173,39,1999,"11/9/1999","Wish You Could Be Me","Pop/Rock"
"'Korn'",112789,0.571,0.934,0.295,106.989,-3.5,0,10,1.55e-05,0.00334,0.154,0.114,1,230973,38,2002,"6/20/2002","Blame","Pop/Rock"
"'Korn'",112789,0.467,0.904,0.144,94.273,-5.243,0,7,0.00253,0.969,0.0992,0.053,1,249133,38,2002,"6/20/2002","Hollow Life","Pop/Rock"
"'Korn'",112789,0.581,0.869,0.348,97.022,-4.935,1,0,4.63e-05,0.836,0.0267,0.0365,1,240160,37,2002,"6/20/2002","Bottled up Inside","Pop/Rock"
"'Korn'",112789,0.539,0.917,0.241,87.512,-4.839,1,7,0.000359,2.04e-05,0.679,0.0711,1,221002,50,2013,"10/8/2013","Never Never","Pop/Rock"
"'Korn'",112789,0.283,0.891,0.226,92.049,-8.165,1,2,0.00678,0.0038,0.159,0.178,0,258267,62,1994,"10/11/1994","Blind","Pop/Rock"
"'Korn'",112789,0.353,0.898,0.525,103.293,-5.877,1,2,2.23e-05,0.105,0.39,0.052,1,255733,72,1998,"8/18/1998","Freak On a Leash","Pop/Rock"
"'Korn'",112789,0.501,0.905,0.584,123.277,-5.721,0,11,1.88e-05,0.765,0.383,0.0518,1,225307,67,1998,"8/18/1998","Got the Life","Pop/Rock"
"'Korn'",112789,0.468,0.769,0.17,104.102,-7.036,1,4,0.00014,0.00124,0.271,0.041,1,270920,69,1999,"11/9/1999","Falling Away from Me","Pop/Rock"
"'Korn'",112789,0.687,0.677,0.546,75.052,-4.172,1,2,0.000658,0.000146,0.0564,0.0508,0,199773,71,2005,"12/6/2005","Coming Undone","Pop/Rock"
"'Korn'",112789,0.277,0.744,0.227,93.669,-9.756,0,0,0.00681,0.00466,0.246,0.0868,1,322133,55,1994,"10/11/1994","Shoots and Ladders","Pop/Rock"
"'Korn'",112789,0.334,0.898,0.226,110.364,-6.821,0,11,0.00406,0.0202,0.162,0.196,1,153600,59,1996,"10/15/1996","A.D.I.D.A.S.","Pop/Rock"
"'Korn'",112789,0.564,0.947,0.351,100.002,-4.998,1,2,7.81e-06,0.828,0.373,0.0448,1,270960,59,2002,"6/20/2002","Here to Stay","Pop/Rock"
"'Korn'",112789,0.58,0.983,0.416,110.053,-3.291,0,5,0.00043,0.00694,0.0801,0.0636,1,188933,66,2005,"12/6/2005","Twisted Transistor","Pop/Rock"
"'Korn'",112789,0.532,0.797,0.417,110.006,-6.889,0,11,0.000192,0.0252,0.229,0.0499,1,235613,57,1999,"11/9/1999","Make Me Bad","Pop/Rock"
"'Korn'",112789,0.498,0.714,0.226,91.289,-7.917,1,8,0.000915,0.361,0.101,0.0361,1,227587,56,1999,"11/9/1999","******** *******","Pop/Rock"
"'Korn'",112789,0.473,0.844,0.44,88.431,-6.5,1,9,0.0224,2.82e-05,0.147,0.095,1,349507,51,1994,"10/11/1994","*****","Pop/Rock"
"'Korn'",112789,0.558,0.989,0.635,83.071,-5.041,0,1,0.395,9.81e-05,0.375,0.158,0,49213,52,1996,"10/15/1996","Twist","Pop/Rock"
"'Korn'",112789,0.447,0.795,0.229,90.975,-6.855,0,11,0.00074,0.0237,0.0992,0.109,0,269573,53,1998,"8/18/1998","It's On!","Pop/Rock"
"'Korn'",112789,0.659,0.846,0.595,92.803,-7.579,1,7,0.00124,0,0.0415,0.111,0,288973,51,1998,"8/18/1998","All In the Family","Pop/Rock"
"'Korn'",112789,0.697,0.808,0.54,95.841,-6.803,0,1,0.00277,0.00258,0.0509,0.203,0,232600,51,1998,"8/18/1998","Children of the Korn","Pop/Rock"
"'Korn'",112789,0.593,0.933,0.497,153.993,-4.894,1,5,0.000445,0.384,0.068,0.119,1,272920,54,2002,"6/20/2002","Thoughtless","Pop/Rock"
"'Korn'",112789,0.56,0.935,0.383,102.946,-3.609,0,11,0.000726,0.000645,0.0776,0.0986,1,189960,52,2003,"11/19/2003","Right Now","Pop/Rock"
"'Korn'",112789,0.756,0.811,0.715,118.034,-3.685,1,0,0.0107,0,0.538,0.0836,1,197907,52,2003,"11/19/2003","Y'all Want a Single","Pop/Rock"
"'Korn'",112789,0.577,0.94,0.818,116.045,-4.439,0,6,2.42e-05,0.0715,0.347,0.0361,0,172667,60,2004,"11/16/2004","Word Up!","Pop/Rock"
"'Korn'",112789,0.458,0.787,0.303,80.48,-6.909,1,1,0.00999,8.73e-05,0.065,0.17,1,276573,49,1994,"10/11/1994","Clown","Pop/Rock"
"'Korn'",112789,0.455,0.958,0.419,123.888,-5.91,1,9,0.00865,1.49e-05,0.137,0.143,1,170373,49,1994,"10/11/1994","Divine","Pop/Rock"
"'Korn'",112789,0.548,0.904,0.585,124.75,-7.011,0,11,0.003,0.024,0.655,0.0992,1,201960,50,1996,"10/15/1996","Good ****","Pop/Rock"
"'Korn'",112789,0.359,0.933,0.097,104.922,-6.885,0,11,0.000661,0.264,0.117,0.0807,1,285280,50,1998,"8/18/1998","Dead Bodies Everywhere","Pop/Rock"
"'Korn'",112789,0.614,0.707,0.711,159.976,-5.484,1,1,0.00247,0.0975,0.101,0.0519,1,256853,51,2002,"6/20/2002","Alone I Break","Pop/Rock"
"'Korn'",112789,0.546,0.864,0.274,93.022,-3.893,1,1,5.9e-05,0.00224,0.304,0.0475,0,244493,49,2003,"11/19/2003","Did My Time","Pop/Rock"
"'Korn'",112789,0.62,0.496,0.0901,102.997,-8.795,1,0,0.00137,0.135,0.0993,0.0277,0,427973,56,2004,"2004","Another Brick in the Wall, Pt. ** ** 3","Pop/Rock"
"'Korn'",112789,0.55,0.877,0.443,106.23,-6.942,1,2,0.0242,0.0778,0.112,0.11,1,268533,48,1994,"10/11/1994","Ball Tongue","Pop/Rock"
"'Korn'",112789,0.543,0.829,0.521,123.998,-7.931,0,11,0.005,0.00186,0.181,0.148,0,235947,48,1996,"10/15/1996","Chi","Pop/Rock"
"'Korn'",112789,0.369,0.847,0.401,109.105,-6.951,1,2,0.00032,0.192,0.624,0.111,0,252573,49,1998,"8/18/1998","Pretty","Pop/Rock"
"'Korn'",112789,0.512,0.921,0.414,91.899,-6.368,0,1,7.95e-05,0.0421,0.205,0.0563,1,206867,50,1999,"11/9/1999","Trash","Pop/Rock"
"'Korn'",112789,0.539,0.67,0.231,86.993,-8,0,1,0.00387,0.766,0.361,0.0378,1,234013,50,1999,"11/9/1999","Beg for Me","Pop/Rock"
"'Korn'",112789,0.568,0.945,0.82,116.039,-4.438,0,6,2.39e-05,0.0742,0.352,0.0359,0,172573,57,2004,"2004","Word Up!","Pop/Rock"
"'Korn'",112789,0.358,0.585,0.0773,102.656,-6.194,1,9,6.06e-05,0.299,0.194,0.0315,0,435453,47,1998,"8/18/1998","My Gift to You","Pop/Rock"
"'Korn'",112789,0.651,0.886,0.538,102.93,-4.925,1,3,0.0621,0.019,0.239,0.0547,1,217507,54,2007,"7/31/2007","Evolution","Pop/Rock"
"'Korn'",112789,0.41,0.934,0.212,120.251,-6.177,1,2,0.000484,0.00246,0.113,0.151,1,241360,44,1994,"10/11/1994","Need To","Pop/Rock"
"'Korn'",112789,0.407,0.928,0.104,113.878,-6.075,1,9,0.000112,0.142,0.196,0.0695,0,236800,46,1998,"8/18/1998","B.B.K.","Pop/Rock"
"'Korn'",112789,0.448,0.000685,0.869,99.774,-9.979,0,5,0.122,2.1e-05,0.141,0.0983,1,1050827,44,1994,"10/11/1994","Daddy","Pop/Rock"
"'Korn'",112789,0.499,0.942,0.48,125.008,-6.381,0,1,0.00303,0.000603,0.479,0.124,0,202400,43,1994,"10/11/1994","Lies","Pop/Rock"
"'Korn'",112789,0.385,0.737,0.533,79.646,-6.246,1,9,0.00099,0.0175,0.113,0.106,1,272640,42,1994,"10/11/1994","Predictable","Pop/Rock"
"'Korn'",112789,0.378,0.919,0.164,98.027,-7.384,0,1,0.00302,0.00231,0.234,0.15,0,291160,42,1994,"10/11/1994","Fake","Pop/Rock"
"'Korn'",112789,0.451,0.925,0.418,90.042,-6.348,1,4,0.0012,0.799,0.16,0.0606,0,257547,45,1998,"8/18/1998","Justin","Pop/Rock"
"'Korn'",112789,0.737,0.733,0.357,92.966,-6.41,1,7,0.138,0.000898,0.319,0.231,1,243507,43,1998,"11/17/1998","**** Dying","Pop/Rock"
"'Korn'",112789,0.324,0.825,0.231,99.973,-4.21,1,5,0.000206,5.27e-06,0.349,0.0542,0,214667,44,2003,"11/19/2003","Everything I've Known","Pop/Rock"
